Drug1,Drug2,Cell_Line,Loewe,Tissue
Vorinostat,7-Ethyl-10-hydroxycamptothecin,VCaP,10.34133694,urogenital_system
Vorinostat,Sorafenib,VCaP,0.444334401,urogenital_system
Vorinostat,Sunitinib,VCaP,-5.281592135,urogenital_system
Vorinostat,temozolomide,VCaP,-57.33270155,urogenital_system
Vorinostat,topotecan,VCaP,9.430218371,urogenital_system
5-Fluorouracil,Veliparib,A2058,-0.358994953,skin
5-Fluorouracil,MK-1775,A2058,5.8517196,skin
5-Fluorouracil,915019-65-7,A2058,3.653821923,skin
5-Fluorouracil,Bortezomib,A2058,-3.276608347,skin
5-Fluorouracil,Dasatinib,A2058,11.50504341,skin
5-Fluorouracil,Dinaciclib,A2058,4.55086039,skin
5-Fluorouracil,Erlotinib,A2058,11.78897255,skin
5-Fluorouracil,geldanamycin,A2058,4.900420476,skin
5-Fluorouracil,L-778123 free base,A2058,8.900673758,skin
5-Fluorouracil,Lapatinib,A2058,8.148055264,skin
5-Fluorouracil,MK-2206,A2058,9.555386317,skin
5-Fluorouracil,Niraparib,A2058,-0.153785015,skin
5-Fluorouracil,MK-5108,A2058,-0.019021281,skin
5-Fluorouracil,Deforolimus,A2058,12.79113632,skin
5-Fluorouracil,891494-63-6,A2058,8.025011921,skin
5-Fluorouracil,391210-10-9,A2058,4.781234338,skin
5-Fluorouracil,Sorafenib,A2058,5.392431384,skin
5-Fluorouracil,Sunitinib,A2058,10.97046199,skin
5-Fluorouracil,temozolomide,A2058,2.568327739,skin
5-Fluorouracil,Vorinostat,A2058,3.492212116,skin
Veliparib,915019-65-7,A2058,-19.24188385,skin
Veliparib,Dinaciclib,A2058,-28.16004272,skin
Veliparib,geldanamycin,A2058,-21.2309143,skin
Veliparib,Deforolimus,A2058,0.990856588,skin
Veliparib,891494-63-6,A2058,-10.25194852,skin
Veliparib,Eloxatin (TN),A2058,-3.703696956,skin
Veliparib,7-Ethyl-10-hydroxycamptothecin,A2058,-53.42043719,skin
Veliparib,Sorafenib,A2058,23.89098321,skin
Veliparib,topotecan,A2058,-23.45820454,skin
MK-1775,Veliparib,A2058,-55.47516551,skin
MK-1775,915019-65-7,A2058,2.578858107,skin
MK-1775,Bortezomib,A2058,-2.616530295,skin
MK-1775,Dasatinib,A2058,-1.168527988,skin
MK-1775,Dinaciclib,A2058,-2.390405636,skin
MK-1775,Erlotinib,A2058,1.971861467,skin
MK-1775,geldanamycin,A2058,4.367646335,skin
MK-1775,Lapatinib,A2058,-9.750128868,skin
MK-1775,MK-2206,A2058,6.956989395,skin
MK-1775,Niraparib,A2058,12.61574538,skin
MK-1775,MK-5108,A2058,-6.038014231,skin
MK-1775,Deforolimus,A2058,16.08293029,skin
MK-1775,891494-63-6,A2058,19.37874564,skin
MK-1775,Eloxatin (TN),A2058,-5.822264123,skin
MK-1775,391210-10-9,A2058,6.38698403,skin
MK-1775,7-Ethyl-10-hydroxycamptothecin,A2058,3.900670663,skin
MK-1775,Sorafenib,A2058,-5.542029692,skin
MK-1775,topotecan,A2058,2.224597572,skin
915019-65-7,Dinaciclib,A2058,4.299248502,skin
915019-65-7,891494-63-6,A2058,10.80214767,skin
915019-65-7,Eloxatin (TN),A2058,3.498782467,skin
915019-65-7,7-Ethyl-10-hydroxycamptothecin,A2058,-2.029473816,skin
915019-65-7,Sorafenib,A2058,3.383406117,skin
Bortezomib,Veliparib,A2058,0.13081986,skin
Bortezomib,915019-65-7,A2058,0.265545047,skin
Bortezomib,Dasatinib,A2058,-0.920494651,skin
Bortezomib,Dinaciclib,A2058,-4.056823621,skin
Bortezomib,geldanamycin,A2058,-0.945366368,skin
Bortezomib,Deforolimus,A2058,-2.721678218,skin
Bortezomib,891494-63-6,A2058,-0.282996366,skin
Bortezomib,Eloxatin (TN),A2058,-19.76034252,skin
Bortezomib,7-Ethyl-10-hydroxycamptothecin,A2058,7.992491403,skin
Bortezomib,Sorafenib,A2058,5.064861907,skin
Bortezomib,topotecan,A2058,-3.127917856,skin
Carboplatinum,Veliparib,A2058,-0.951157793,skin
Carboplatinum,MK-1775,A2058,9.785365312,skin
Carboplatinum,915019-65-7,A2058,2.327338972,skin
Carboplatinum,Bortezomib,A2058,-0.587749476,skin
Carboplatinum,Dasatinib,A2058,7.548418227,skin
Carboplatinum,Dinaciclib,A2058,3.757329739,skin
Carboplatinum,Erlotinib,A2058,4.220865249,skin
Carboplatinum,geldanamycin,A2058,6.19587618,skin
Carboplatinum,L-778123 free base,A2058,5.365183804,skin
Carboplatinum,Lapatinib,A2058,6.763441741,skin
Carboplatinum,MK-2206,A2058,5.106585209,skin
Carboplatinum,Niraparib,A2058,3.598933252,skin
Carboplatinum,MK-5108,A2058,-2.300045386,skin
Carboplatinum,Deforolimus,A2058,5.863312239,skin
Carboplatinum,891494-63-6,A2058,9.361163969,skin
Carboplatinum,391210-10-9,A2058,-4.91367088,skin
Carboplatinum,Sorafenib,A2058,-8.905706913,skin
Carboplatinum,Sunitinib,A2058,5.803647207,skin
Carboplatinum,temozolomide,A2058,-4.390168198,skin
Carboplatinum,Vorinostat,A2058,3.209146594,skin
cyclophosphamide,Veliparib,A2058,10.44704288,skin
cyclophosphamide,MK-1775,A2058,-61.30205189,skin
cyclophosphamide,915019-65-7,A2058,-25.92896197,skin
cyclophosphamide,Bortezomib,A2058,-53.41191322,skin
cyclophosphamide,Dasatinib,A2058,-6.180743408,skin
cyclophosphamide,Dinaciclib,A2058,-54.35447201,skin
cyclophosphamide,Erlotinib,A2058,-33.54903551,skin
cyclophosphamide,geldanamycin,A2058,-30.49074242,skin
cyclophosphamide,L-778123 free base,A2058,-9.223110802,skin
cyclophosphamide,Lapatinib,A2058,-10.15524551,skin
cyclophosphamide,MK-2206,A2058,-17.46249214,skin
cyclophosphamide,Niraparib,A2058,-19.40022851,skin
cyclophosphamide,MK-5108,A2058,-49.13667873,skin
cyclophosphamide,Deforolimus,A2058,-11.30700217,skin
cyclophosphamide,891494-63-6,A2058,-16.83062039,skin
cyclophosphamide,391210-10-9,A2058,-33.89726465,skin
cyclophosphamide,Sorafenib,A2058,-10.21779935,skin
cyclophosphamide,Sunitinib,A2058,-14.90672786,skin
cyclophosphamide,temozolomide,A2058,3.172776638,skin
cyclophosphamide,Vorinostat,A2058,-34.83431801,skin
Dasatinib,Veliparib,A2058,-5.187804084,skin
Dasatinib,915019-65-7,A2058,3.177604589,skin
Dasatinib,Dinaciclib,A2058,-1.778788582,skin
Dasatinib,geldanamycin,A2058,-8.692928402,skin
Dasatinib,Deforolimus,A2058,18.12573661,skin
Dasatinib,891494-63-6,A2058,12.64998888,skin
Dasatinib,Eloxatin (TN),A2058,7.840695048,skin
Dasatinib,7-Ethyl-10-hydroxycamptothecin,A2058,4.658047002,skin
Dasatinib,Sorafenib,A2058,12.96632558,skin
Dasatinib,topotecan,A2058,-0.576232563,skin
dexamethasone,Veliparib,A2058,-9.0314415,skin
dexamethasone,MK-1775,A2058,-69.00423939,skin
dexamethasone,915019-65-7,A2058,-27.6513526,skin
dexamethasone,Bortezomib,A2058,-57.10014759,skin
dexamethasone,Dasatinib,A2058,-11.11318091,skin
dexamethasone,Dinaciclib,A2058,-62.08467008,skin
dexamethasone,Erlotinib,A2058,-41.13951989,skin
dexamethasone,geldanamycin,A2058,-31.18852367,skin
dexamethasone,L-778123 free base,A2058,-17.1481108,skin
dexamethasone,Lapatinib,A2058,-17.80844082,skin
dexamethasone,MK-2206,A2058,-20.36155464,skin
dexamethasone,Niraparib,A2058,-32.15824413,skin
dexamethasone,MK-5108,A2058,-57.86469436,skin
dexamethasone,Deforolimus,A2058,-14.03436155,skin
dexamethasone,891494-63-6,A2058,-20.40188602,skin
dexamethasone,391210-10-9,A2058,-32.1585459,skin
dexamethasone,Sorafenib,A2058,-7.152674346,skin
dexamethasone,Sunitinib,A2058,-15.78349349,skin
dexamethasone,temozolomide,A2058,-15.55518821,skin
dexamethasone,Vorinostat,A2058,-42.63752114,skin
Dinaciclib,891494-63-6,A2058,-10.81610214,skin
doxorubicin,Veliparib,A2058,-5.419938596,skin
doxorubicin,MK-1775,A2058,3.871078162,skin
doxorubicin,915019-65-7,A2058,-1.321728776,skin
doxorubicin,Bortezomib,A2058,-2.830465764,skin
doxorubicin,Dasatinib,A2058,-2.600208633,skin
doxorubicin,Dinaciclib,A2058,1.026702475,skin
doxorubicin,Erlotinib,A2058,-0.09846266,skin
doxorubicin,geldanamycin,A2058,3.723215719,skin
doxorubicin,L-778123 free base,A2058,0.860447277,skin
doxorubicin,Lapatinib,A2058,-1.052555357,skin
doxorubicin,MK-2206,A2058,0.826526382,skin
doxorubicin,Niraparib,A2058,-2.535696788,skin
doxorubicin,MK-5108,A2058,-5.523651227,skin
doxorubicin,Deforolimus,A2058,-3.236198345,skin
doxorubicin,891494-63-6,A2058,-2.957786779,skin
doxorubicin,391210-10-9,A2058,0.208234783,skin
doxorubicin,Sorafenib,A2058,-1.489853043,skin
doxorubicin,Sunitinib,A2058,-2.112612008,skin
doxorubicin,temozolomide,A2058,-4.207478962,skin
doxorubicin,Vorinostat,A2058,0.475052189,skin
Erlotinib,Veliparib,A2058,-28.87937026,skin
Erlotinib,915019-65-7,A2058,6.461347136,skin
Erlotinib,Bortezomib,A2058,-3.786731667,skin
Erlotinib,Dasatinib,A2058,8.658679096,skin
Erlotinib,Dinaciclib,A2058,-0.447736024,skin
Erlotinib,geldanamycin,A2058,4.398742241,skin
Erlotinib,Deforolimus,A2058,21.72128083,skin
Erlotinib,891494-63-6,A2058,3.869765031,skin
Erlotinib,Eloxatin (TN),A2058,-10.95088741,skin
Erlotinib,391210-10-9,A2058,5.712940536,skin
Erlotinib,7-Ethyl-10-hydroxycamptothecin,A2058,4.392180604,skin
Erlotinib,Sorafenib,A2058,-2.252624667,skin
Erlotinib,topotecan,A2058,8.364399322,skin
etoposide,Veliparib,A2058,-12.08392771,skin
etoposide,MK-1775,A2058,3.504793888,skin
etoposide,915019-65-7,A2058,2.096120496,skin
etoposide,Bortezomib,A2058,-2.996524922,skin
etoposide,Dasatinib,A2058,-5.104143563,skin
etoposide,Dinaciclib,A2058,-0.218889714,skin
etoposide,Erlotinib,A2058,-1.455889755,skin
etoposide,geldanamycin,A2058,9.493731237,skin
etoposide,Lapatinib,A2058,-9.709554039,skin
etoposide,MK-2206,A2058,5.777994214,skin
etoposide,Niraparib,A2058,0.607680687,skin
etoposide,MK-5108,A2058,-3.185248697,skin
etoposide,Deforolimus,A2058,1.797591276,skin
etoposide,891494-63-6,A2058,4.311590715,skin
etoposide,391210-10-9,A2058,5.616075814,skin
etoposide,Sorafenib,A2058,-4.536367088,skin
etoposide,Sunitinib,A2058,0.772768613,skin
etoposide,temozolomide,A2058,3.945062753,skin
etoposide,Vorinostat,A2058,1.579550935,skin
geldanamycin,915019-65-7,A2058,8.318024301,skin
geldanamycin,Dinaciclib,A2058,2.564498477,skin
geldanamycin,891494-63-6,A2058,13.10825435,skin
geldanamycin,Eloxatin (TN),A2058,1.631022301,skin
geldanamycin,7-Ethyl-10-hydroxycamptothecin,A2058,8.016019404,skin
geldanamycin,Sorafenib,A2058,8.652061853,skin
geldanamycin,topotecan,A2058,8.677909017,skin
gemcitabine,Veliparib,A2058,-30.36013168,skin
gemcitabine,MK-1775,A2058,10.03303121,skin
gemcitabine,915019-65-7,A2058,9.258022159,skin
gemcitabine,Bortezomib,A2058,2.558145416,skin
gemcitabine,Dasatinib,A2058,-7.721495548,skin
gemcitabine,Dinaciclib,A2058,4.022912911,skin
gemcitabine,Erlotinib,A2058,3.924393151,skin
gemcitabine,geldanamycin,A2058,7.532344458,skin
gemcitabine,Lapatinib,A2058,-12.09078535,skin
gemcitabine,MK-2206,A2058,12.1064003,skin
gemcitabine,Niraparib,A2058,0.030231937,skin
gemcitabine,MK-5108,A2058,8.289310227,skin
gemcitabine,Deforolimus,A2058,5.057390002,skin
gemcitabine,891494-63-6,A2058,22.42420907,skin
gemcitabine,391210-10-9,A2058,6.827486088,skin
gemcitabine,Sorafenib,A2058,-8.969637337,skin
gemcitabine,Sunitinib,A2058,1.545639363,skin
gemcitabine,temozolomide,A2058,3.733868371,skin
L-778123 free base,Veliparib,A2058,-6.032637684,skin
L-778123 free base,MK-1775,A2058,0.888539414,skin
L-778123 free base,915019-65-7,A2058,11.44289235,skin
L-778123 free base,Bortezomib,A2058,-0.377605772,skin
L-778123 free base,Dasatinib,A2058,15.08115983,skin
L-778123 free base,Dinaciclib,A2058,-2.434310848,skin
L-778123 free base,Erlotinib,A2058,8.671971745,skin
L-778123 free base,etoposide,A2058,9.914550383,skin
L-778123 free base,geldanamycin,A2058,12.3226255,skin
L-778123 free base,gemcitabine,A2058,9.624335781,skin
L-778123 free base,Lapatinib,A2058,12.41213357,skin
L-778123 free base,MK-2206,A2058,14.75508025,skin
L-778123 free base,Niraparib,A2058,11.69921168,skin
L-778123 free base,MK-5108,A2058,11.14964234,skin
L-778123 free base,Deforolimus,A2058,20.18486606,skin
L-778123 free base,891494-63-6,A2058,16.19348224,skin
L-778123 free base,Eloxatin (TN),A2058,1.729776982,skin
L-778123 free base,391210-10-9,A2058,8.568471877,skin
L-778123 free base,7-Ethyl-10-hydroxycamptothecin,A2058,23.36246247,skin
L-778123 free base,Sorafenib,A2058,23.68153741,skin
L-778123 free base,Sunitinib,A2058,19.38316646,skin
L-778123 free base,temozolomide,A2058,19.01685327,skin
L-778123 free base,topotecan,A2058,15.34238784,skin
L-778123 free base,vinorelbine,A2058,0.634958404,skin
L-778123 free base,Vorinostat,A2058,9.295950856,skin
Lapatinib,Veliparib,A2058,0.970908696,skin
Lapatinib,915019-65-7,A2058,2.082387002,skin
Lapatinib,Bortezomib,A2058,-12.52322613,skin
Lapatinib,Dasatinib,A2058,14.98238991,skin
Lapatinib,Dinaciclib,A2058,-7.012416431,skin
Lapatinib,Erlotinib,A2058,4.128157012,skin
Lapatinib,geldanamycin,A2058,-1.178255647,skin
Lapatinib,MK-2206,A2058,6.798448634,skin
Lapatinib,Niraparib,A2058,-3.713912852,skin
Lapatinib,MK-5108,A2058,-5.917520152,skin
Lapatinib,Deforolimus,A2058,8.338886072,skin
Lapatinib,891494-63-6,A2058,6.37444081,skin
Lapatinib,Eloxatin (TN),A2058,2.799298988,skin
Lapatinib,391210-10-9,A2058,23.78211803,skin
Lapatinib,7-Ethyl-10-hydroxycamptothecin,A2058,1.681334898,skin
Lapatinib,Sorafenib,A2058,9.400493272,skin
Lapatinib,topotecan,A2058,-0.960438564,skin
metformin,Veliparib,A2058,12.29438838,skin
metformin,MK-1775,A2058,-61.9684088,skin
metformin,915019-65-7,A2058,-15.44290026,skin
metformin,Bortezomib,A2058,-3.616590898,skin
metformin,Dasatinib,A2058,-6.20263191,skin
metformin,Dinaciclib,A2058,-55.88913468,skin
metformin,Erlotinib,A2058,-83.97612603,skin
metformin,geldanamycin,A2058,-28.34888599,skin
metformin,L-778123 free base,A2058,-19.1740902,skin
metformin,Lapatinib,A2058,-11.03094492,skin
metformin,MK-2206,A2058,-51.52519628,skin
metformin,Niraparib,A2058,-27.55937625,skin
metformin,MK-5108,A2058,-74.93634344,skin
metformin,Deforolimus,A2058,-5.069850309,skin
metformin,891494-63-6,A2058,-19.86187014,skin
metformin,391210-10-9,A2058,-14.7464291,skin
metformin,Sorafenib,A2058,-46.58714139,skin
metformin,Sunitinib,A2058,-30.89708551,skin
metformin,temozolomide,A2058,-14.56588661,skin
metformin,Vorinostat,A2058,-8.721280862,skin
methotrexate,Veliparib,A2058,-22.25008875,skin
methotrexate,MK-1775,A2058,-5.104279686,skin
methotrexate,915019-65-7,A2058,-9.348067058,skin
methotrexate,Bortezomib,A2058,-8.53731487,skin
methotrexate,Dasatinib,A2058,-11.0882004,skin
methotrexate,Dinaciclib,A2058,-0.21684253,skin
methotrexate,Erlotinib,A2058,-4.040991461,skin
methotrexate,geldanamycin,A2058,-9.856835378,skin
methotrexate,L-778123 free base,A2058,-3.416930739,skin
methotrexate,Lapatinib,A2058,-15.91672855,skin
methotrexate,MK-2206,A2058,-0.870981507,skin
methotrexate,Niraparib,A2058,-6.34556673,skin
methotrexate,MK-5108,A2058,-11.47001043,skin
methotrexate,Deforolimus,A2058,-8.287101339,skin
methotrexate,891494-63-6,A2058,-12.68941701,skin
methotrexate,391210-10-9,A2058,-4.810291526,skin
methotrexate,Sorafenib,A2058,-8.33837005,skin
methotrexate,Sunitinib,A2058,-7.993420389,skin
methotrexate,temozolomide,A2058,-10.58633115,skin
methotrexate,Vorinostat,A2058,-14.30747672,skin
mitomycin C,Veliparib,A2058,-8.744591605,skin
mitomycin C,MK-1775,A2058,12.76088895,skin
mitomycin C,915019-65-7,A2058,10.43607468,skin
mitomycin C,Bortezomib,A2058,4.073868544,skin
mitomycin C,Dasatinib,A2058,11.53303141,skin
mitomycin C,Dinaciclib,A2058,6.501685073,skin
mitomycin C,Erlotinib,A2058,-13.63703079,skin
mitomycin C,geldanamycin,A2058,12.84912881,skin
mitomycin C,L-778123 free base,A2058,-3.738257345,skin
mitomycin C,Lapatinib,A2058,8.23212239,skin
mitomycin C,MK-2206,A2058,9.868890782,skin
mitomycin C,Niraparib,A2058,7.150529902,skin
mitomycin C,MK-5108,A2058,5.413880479,skin
mitomycin C,Deforolimus,A2058,8.473856775,skin
mitomycin C,891494-63-6,A2058,7.26401683,skin
mitomycin C,391210-10-9,A2058,16.78138018,skin
mitomycin C,Sorafenib,A2058,-39.79147935,skin
mitomycin C,Sunitinib,A2058,9.428096691,skin
mitomycin C,temozolomide,A2058,4.06316607,skin
mitomycin C,Vorinostat,A2058,14.00210715,skin
MK-2206,Veliparib,A2058,-13.80448064,skin
MK-2206,915019-65-7,A2058,10.88973114,skin
MK-2206,Bortezomib,A2058,-2.807412071,skin
MK-2206,Dasatinib,A2058,19.25611105,skin
MK-2206,Dinaciclib,A2058,0.470537481,skin
MK-2206,Erlotinib,A2058,4.098225863,skin
MK-2206,geldanamycin,A2058,5.945778275,skin
MK-2206,Deforolimus,A2058,14.66937261,skin
MK-2206,891494-63-6,A2058,3.709450308,skin
MK-2206,Eloxatin (TN),A2058,-3.817664945,skin
MK-2206,391210-10-9,A2058,14.63356709,skin
MK-2206,7-Ethyl-10-hydroxycamptothecin,A2058,6.222044415,skin
MK-2206,Sorafenib,A2058,7.365426972,skin
MK-2206,topotecan,A2058,5.75681632,skin
Niraparib,Veliparib,A2058,-29.32001079,skin
Niraparib,915019-65-7,A2058,0.747867929,skin
Niraparib,Bortezomib,A2058,-2.572722254,skin
Niraparib,Dasatinib,A2058,-1.799711311,skin
Niraparib,Dinaciclib,A2058,-0.84950163,skin
Niraparib,Erlotinib,A2058,-0.021335584,skin
Niraparib,geldanamycin,A2058,8.958013861,skin
Niraparib,MK-2206,A2058,13.13230247,skin
Niraparib,Deforolimus,A2058,4.776047817,skin
Niraparib,891494-63-6,A2058,10.08158453,skin
Niraparib,Eloxatin (TN),A2058,-2.092003655,skin
Niraparib,391210-10-9,A2058,-0.435025751,skin
Niraparib,7-Ethyl-10-hydroxycamptothecin,A2058,1.807899625,skin
Niraparib,Sorafenib,A2058,-9.083152887,skin
Niraparib,topotecan,A2058,1.64617565,skin
MK-5108,Veliparib,A2058,-43.34229406,skin
MK-5108,915019-65-7,A2058,2.238104875,skin
MK-5108,Bortezomib,A2058,-6.200979468,skin
MK-5108,Dasatinib,A2058,2.79572124,skin
MK-5108,Dinaciclib,A2058,-5.109075637,skin
MK-5108,Erlotinib,A2058,-0.638028257,skin
MK-5108,geldanamycin,A2058,-3.185773463,skin
MK-5108,MK-2206,A2058,1.99444654,skin
MK-5108,Niraparib,A2058,10.5313806,skin
MK-5108,Deforolimus,A2058,6.67531669,skin
MK-5108,891494-63-6,A2058,-9.516882615,skin
MK-5108,Eloxatin (TN),A2058,-12.36471791,skin
MK-5108,391210-10-9,A2058,1.479520403,skin
MK-5108,7-Ethyl-10-hydroxycamptothecin,A2058,-4.060628606,skin
MK-5108,Sorafenib,A2058,-8.187790277,skin
MK-5108,topotecan,A2058,4.629246251,skin
Deforolimus,915019-65-7,A2058,20.64619038,skin
Deforolimus,Dinaciclib,A2058,2.141277435,skin
Deforolimus,geldanamycin,A2058,9.287570945,skin
Deforolimus,891494-63-6,A2058,13.30030549,skin
Deforolimus,Eloxatin (TN),A2058,1.110914858,skin
Deforolimus,7-Ethyl-10-hydroxycamptothecin,A2058,1.350795598,skin
Deforolimus,Sorafenib,A2058,6.958950407,skin
Deforolimus,topotecan,A2058,-0.686184476,skin
Eloxatin (TN),Dinaciclib,A2058,-8.088217381,skin
Eloxatin (TN),891494-63-6,A2058,10.45736706,skin
Eloxatin (TN),Sorafenib,A2058,-12.776908,skin
paclitaxel,Veliparib,A2058,-36.0649745,skin
paclitaxel,MK-1775,A2058,-2.764398228,skin
paclitaxel,915019-65-7,A2058,-1.127746218,skin
paclitaxel,Bortezomib,A2058,-1.682750825,skin
paclitaxel,Dasatinib,A2058,-12.45952556,skin
paclitaxel,Dinaciclib,A2058,-3.248340539,skin
paclitaxel,Erlotinib,A2058,-3.996592129,skin
paclitaxel,geldanamycin,A2058,-1.630750438,skin
paclitaxel,L-778123 free base,A2058,8.399928867,skin
paclitaxel,Lapatinib,A2058,-15.2234417,skin
paclitaxel,MK-2206,A2058,-0.622911862,skin
paclitaxel,Niraparib,A2058,-4.890885796,skin
paclitaxel,MK-5108,A2058,4.99696505,skin
paclitaxel,Deforolimus,A2058,-6.275166396,skin
paclitaxel,891494-63-6,A2058,-3.709903965,skin
paclitaxel,391210-10-9,A2058,5.604348635,skin
paclitaxel,Sorafenib,A2058,-6.721448923,skin
paclitaxel,Sunitinib,A2058,0.744598218,skin
paclitaxel,temozolomide,A2058,-0.560841343,skin
paclitaxel,Vorinostat,A2058,-7.071587649,skin
391210-10-9,Veliparib,A2058,-19.61583415,skin
391210-10-9,915019-65-7,A2058,13.24092309,skin
391210-10-9,Bortezomib,A2058,-1.184402376,skin
391210-10-9,Dasatinib,A2058,4.321066463,skin
391210-10-9,Dinaciclib,A2058,4.760025662,skin
391210-10-9,geldanamycin,A2058,-0.083566211,skin
391210-10-9,Deforolimus,A2058,15.19693518,skin
391210-10-9,891494-63-6,A2058,4.773301629,skin
391210-10-9,Eloxatin (TN),A2058,3.406087524,skin
391210-10-9,7-Ethyl-10-hydroxycamptothecin,A2058,-3.322861838,skin
391210-10-9,Sorafenib,A2058,20.78711341,skin
391210-10-9,topotecan,A2058,2.19826178,skin
7-Ethyl-10-hydroxycamptothecin,Dinaciclib,A2058,0.509955077,skin
7-Ethyl-10-hydroxycamptothecin,891494-63-6,A2058,1.351934376,skin
7-Ethyl-10-hydroxycamptothecin,Sorafenib,A2058,-2.029627018,skin
Sorafenib,Dinaciclib,A2058,-0.978604108,skin
Sorafenib,891494-63-6,A2058,0.372457886,skin
Sunitinib,Veliparib,A2058,-5.629241379,skin
Sunitinib,MK-1775,A2058,0.875459638,skin
Sunitinib,915019-65-7,A2058,13.59372644,skin
Sunitinib,Bortezomib,A2058,-0.812616572,skin
Sunitinib,Dasatinib,A2058,18.19391009,skin
Sunitinib,Dinaciclib,A2058,5.608400012,skin
Sunitinib,Erlotinib,A2058,8.747205756,skin
Sunitinib,geldanamycin,A2058,6.795393662,skin
Sunitinib,Lapatinib,A2058,18.53177249,skin
Sunitinib,MK-2206,A2058,15.37501004,skin
Sunitinib,Niraparib,A2058,0.554351743,skin
Sunitinib,MK-5108,A2058,-5.008973884,skin
Sunitinib,Deforolimus,A2058,24.327919,skin
Sunitinib,891494-63-6,A2058,14.77998623,skin
Sunitinib,Eloxatin (TN),A2058,-3.66277521,skin
Sunitinib,391210-10-9,A2058,12.15141611,skin
Sunitinib,7-Ethyl-10-hydroxycamptothecin,A2058,0.076873054,skin
Sunitinib,Sorafenib,A2058,-0.909655647,skin
Sunitinib,temozolomide,A2058,2.685179642,skin
Sunitinib,topotecan,A2058,-0.624764059,skin
temozolomide,Veliparib,A2058,11.98967078,skin
temozolomide,MK-1775,A2058,12.18117845,skin
temozolomide,915019-65-7,A2058,4.25557557,skin
temozolomide,Bortezomib,A2058,0.659108521,skin
temozolomide,Dasatinib,A2058,7.843995283,skin
temozolomide,Dinaciclib,A2058,1.778998608,skin
temozolomide,Erlotinib,A2058,4.025470539,skin
temozolomide,geldanamycin,A2058,12.55416825,skin
temozolomide,Lapatinib,A2058,6.817453015,skin
temozolomide,MK-2206,A2058,5.597046918,skin
temozolomide,Niraparib,A2058,6.20044634,skin
temozolomide,MK-5108,A2058,-8.084362777,skin
temozolomide,Deforolimus,A2058,5.829776785,skin
temozolomide,891494-63-6,A2058,29.05617725,skin
temozolomide,Eloxatin (TN),A2058,3.228125217,skin
temozolomide,391210-10-9,A2058,11.79040068,skin
temozolomide,7-Ethyl-10-hydroxycamptothecin,A2058,-1.639970171,skin
temozolomide,Sorafenib,A2058,-2.600575626,skin
temozolomide,topotecan,A2058,-1.220486063,skin
topotecan,915019-65-7,A2058,3.031394544,skin
topotecan,Dinaciclib,A2058,0.235303057,skin
topotecan,891494-63-6,A2058,7.541556863,skin
topotecan,Sorafenib,A2058,-0.688901027,skin
vinblastine,Veliparib,A2058,-66.69597435,skin
vinblastine,MK-1775,A2058,-0.242875004,skin
vinblastine,915019-65-7,A2058,3.506153131,skin
vinblastine,Bortezomib,A2058,0.031773395,skin
vinblastine,Dasatinib,A2058,-8.677497574,skin
vinblastine,Dinaciclib,A2058,-4.48759909,skin
vinblastine,Erlotinib,A2058,6.425154843,skin
vinblastine,geldanamycin,A2058,-0.541365653,skin
vinblastine,L-778123 free base,A2058,11.46240342,skin
vinblastine,Lapatinib,A2058,-10.90127545,skin
vinblastine,MK-2206,A2058,-7.210783539,skin
vinblastine,Niraparib,A2058,-2.862034036,skin
vinblastine,MK-5108,A2058,-2.263195319,skin
vinblastine,Deforolimus,A2058,-0.223239293,skin
vinblastine,891494-63-6,A2058,-11.73703082,skin
vinblastine,391210-10-9,A2058,-6.640498237,skin
vinblastine,Sorafenib,A2058,7.570838092,skin
vinblastine,Sunitinib,A2058,2.631574121,skin
vinblastine,temozolomide,A2058,-16.73255087,skin
vinblastine,Vorinostat,A2058,-7.726553411,skin
vinorelbine,Veliparib,A2058,-31.09631639,skin
vinorelbine,MK-1775,A2058,-6.146319537,skin
vinorelbine,915019-65-7,A2058,0.51356499,skin
vinorelbine,Bortezomib,A2058,-4.686128815,skin
vinorelbine,Dasatinib,A2058,-8.132997412,skin
vinorelbine,Dinaciclib,A2058,-1.058917036,skin
vinorelbine,Erlotinib,A2058,-1.708340795,skin
vinorelbine,geldanamycin,A2058,0.957387932,skin
vinorelbine,Lapatinib,A2058,-12.58772879,skin
vinorelbine,MK-2206,A2058,-2.336596091,skin
vinorelbine,Niraparib,A2058,-10.45603788,skin
vinorelbine,MK-5108,A2058,-12.7942598,skin
vinorelbine,Deforolimus,A2058,-4.828873265,skin
vinorelbine,891494-63-6,A2058,-12.75712183,skin
vinorelbine,391210-10-9,A2058,-12.23055155,skin
vinorelbine,Sorafenib,A2058,-5.615063055,skin
vinorelbine,Sunitinib,A2058,-3.863897115,skin
vinorelbine,temozolomide,A2058,-10.10913805,skin
vinorelbine,Vorinostat,A2058,-9.007503823,skin
Vorinostat,Veliparib,A2058,-4.85973747,skin
Vorinostat,MK-1775,A2058,0.693466237,skin
Vorinostat,915019-65-7,A2058,6.216260992,skin
Vorinostat,Bortezomib,A2058,-10.76057665,skin
Vorinostat,Dasatinib,A2058,11.71067965,skin
Vorinostat,Dinaciclib,A2058,-10.02182467,skin
Vorinostat,Erlotinib,A2058,3.455876052,skin
Vorinostat,geldanamycin,A2058,-0.005352561,skin
Vorinostat,gemcitabine,A2058,-0.122352974,skin
