Drug1,Drug2,Cell_Line,Synergy,Tissue
Trametinib,Sapitinib,LS.123,0,digestive_system
Trametinib,Sapitinib,LS.180,0,digestive_system
Trametinib,Sapitinib,LS.411N,1,digestive_system
Trametinib,LGK974,SNU.81,0,digestive_system
Trametinib,Sapitinib,LS.513,0,digestive_system
Trametinib,LGK974,SNU.C1,0,digestive_system
Trametinib,Sapitinib,MDST8,0,digestive_system
Trametinib,LGK974,SNU.C5,0,digestive_system
Trametinib,Sapitinib,NCI.H716,1,digestive_system
Trametinib,LGK974,SW1463,0,digestive_system
Trametinib,BMS-754807,RKO,1,digestive_system
Trametinib,LGK974,SW48,0,digestive_system
Trametinib,LGK974,SW620,0,digestive_system
Trametinib,LGK974,SW837,0,digestive_system
Trametinib,LGK974,SW948,0,digestive_system
Trametinib,LGK974,T84,0,digestive_system
Trametinib,AZD4547,C2BBe1,0,digestive_system
Trametinib,BMS-754807,SNU.81,0,digestive_system
Trametinib,BMS-754807,SNU.C1,0,digestive_system
Trametinib,AZD4547,CCK.81,0,digestive_system
Trametinib,AZD4547,CL.11,0,digestive_system
Trametinib,AZD4547,COLO.205,0,digestive_system
Trametinib,BMS-754807,SNU.C5,0,digestive_system
Trametinib,AZD4547,COLO.678,0,digestive_system
Trametinib,AZD4547,GP5d,0,digestive_system
Trametinib,AZD4547,HCC2998,0,digestive_system
Trametinib,AZD4547,HCT.116,0,digestive_system
Trametinib,BMS-754807,SW1463,0,digestive_system
Trametinib,AZD4547,HCT.15,0,digestive_system
Trametinib,AZD4547,HT.115,0,digestive_system
Trametinib,BMS-754807,SW48,1,digestive_system
Trametinib,AZD4547,HT.29,0,digestive_system
Trametinib,AZD4547,HT55,0,digestive_system
Trametinib,AZD4547,KM12,0,digestive_system
Trametinib,BMS-754807,SW620,1,digestive_system
Trametinib,AZD4547,LoVo,0,digestive_system
Trametinib,AZD4547,LS.1034,0,digestive_system
Trametinib,BMS-754807,SW837,0,digestive_system
Trametinib,AZD4547,LS.123,0,digestive_system
Trametinib,BMS-754807,SW948,0,digestive_system
Trametinib,AZD4547,LS.180,0,digestive_system
Trametinib,BMS-754807,T84,0,digestive_system
Trametinib,AZD4547,LS.411N,0,digestive_system
Trametinib,AZD4547,LS.513,0,digestive_system
Trametinib,AZD4547,MDST8,1,digestive_system
Trametinib,AZD4547,NCI.H716,0,digestive_system
Trametinib,AZD4547,NCI.H747,0,digestive_system
Trametinib,AZD4547,RCM.1,0,digestive_system
Trametinib,AZD4547,RKO,1,digestive_system
Trametinib,AZD4547,SNU.81,0,digestive_system
Trametinib,AZD4547,SNU.C1,0,digestive_system
Trametinib,AZD4547,SNU.C5,0,digestive_system
Trametinib,AZD4547,SW1463,0,digestive_system
Trametinib,AZD4547,SW48,0,digestive_system
Trametinib,AZD4547,SW620,0,digestive_system
Trametinib,AZD4547,SW837,0,digestive_system
Trametinib,AZD4547,SW948,0,digestive_system
Trametinib,AZD4547,T84,0,digestive_system
Trametinib,Vinorelbine,C2BBe1,0,digestive_system
Trametinib,Vinorelbine,CCK.81,0,digestive_system
Trametinib,Vinorelbine,CL.11,0,digestive_system
Trametinib,Vinorelbine,COLO.205,0,digestive_system
Trametinib,Vinorelbine,COLO.678,0,digestive_system
Trametinib,Vinorelbine,GP5d,0,digestive_system
Trametinib,Vinorelbine,HCC2998,0,digestive_system
Trametinib,Vinorelbine,HCT.116,0,digestive_system
Trametinib,Vinorelbine,HCT.15,1,digestive_system
Trametinib,Vinorelbine,HT.115,0,digestive_system
Trametinib,Vinorelbine,HT.29,0,digestive_system
Trametinib,Vinorelbine,HT55,0,digestive_system
Trametinib,Vinorelbine,KM12,0,digestive_system
Trametinib,Vinorelbine,LoVo,0,digestive_system
Trametinib,Vinorelbine,LS.1034,0,digestive_system
Trametinib,Vinorelbine,LS.123,0,digestive_system
Trametinib,Vinorelbine,LS.180,0,digestive_system
Trametinib,Vinorelbine,LS.411N,1,digestive_system
Trametinib,Vinorelbine,LS.513,0,digestive_system
Trametinib,Vinorelbine,MDST8,0,digestive_system
Trametinib,Vinorelbine,NCI.H716,0,digestive_system
Trametinib,Vinorelbine,NCI.H747,0,digestive_system
Trametinib,Vinorelbine,RCM.1,0,digestive_system
Trametinib,Vinorelbine,RKO,0,digestive_system
Trametinib,Vinorelbine,SNU.81,0,digestive_system
Trametinib,Vinorelbine,SNU.C1,0,digestive_system
Trametinib,Vinorelbine,SNU.C5,0,digestive_system
Trametinib,Vinorelbine,SW1463,0,digestive_system
Trametinib,Vinorelbine,SW48,0,digestive_system
Trametinib,Vinorelbine,SW620,0,digestive_system
Trametinib,Vinorelbine,SW837,0,digestive_system
Trametinib,Vinorelbine,SW948,0,digestive_system
Trametinib,Vinorelbine,T84,0,digestive_system
Trametinib,BMS-754807,C2BBe1,0,digestive_system
Trametinib,BMS-754807,CCK.81,1,digestive_system
Trametinib,BMS-754807,CL.11,1,digestive_system
Trametinib,BMS-754807,COLO.205,0,digestive_system
Trametinib,BMS-754807,COLO.678,0,digestive_system
Trametinib,BMS-754807,GP5d,0,digestive_system
Trametinib,BMS-754807,HCC2998,1,digestive_system
Trametinib,BMS-754807,HCT.116,1,digestive_system
Trametinib,BMS-754807,HCT.15,0,digestive_system
Trametinib,BMS-754807,HT.115,0,digestive_system
Trametinib,BMS-754807,HT.29,0,digestive_system
Trametinib,BMS-754807,HT55,0,digestive_system
Trametinib,BMS-754807,KM12,0,digestive_system
Trametinib,BMS-754807,LoVo,0,digestive_system
Trametinib,BMS-754807,LS.1034,0,digestive_system
Trametinib,BMS-754807,LS.123,0,digestive_system
Trametinib,BMS-754807,LS.180,0,digestive_system
Trametinib,BMS-754807,LS.411N,1,digestive_system
Trametinib,BMS-754807,LS.513,0,digestive_system
Trametinib,BMS-754807,MDST8,0,digestive_system
Trametinib,BMS-754807,NCI.H716,0,digestive_system
Trametinib,BMS-754807,NCI.H747,0,digestive_system
Trametinib,BMS-754807,RCM.1,1,digestive_system
Dabrafenib,Linsitinib,SNU.C5,0,digestive_system
Dabrafenib,Linsitinib,SW1463,0,digestive_system
Dabrafenib,Linsitinib,SW48,0,digestive_system
Dabrafenib,Linsitinib,SW620,0,digestive_system
Dabrafenib,Linsitinib,SW837,0,digestive_system
Dabrafenib,Linsitinib,SW948,0,digestive_system
Dabrafenib,Linsitinib,T84,0,digestive_system
Dabrafenib,Sapitinib,C2BBe1,0,digestive_system
Dabrafenib,Sapitinib,CCK.81,0,digestive_system
Dabrafenib,Sapitinib,CL.11,0,digestive_system
Dabrafenib,Sapitinib,COLO.205,1,digestive_system
Dabrafenib,Sapitinib,COLO.678,0,digestive_system
Dabrafenib,Sapitinib,GP5d,0,digestive_system
Dabrafenib,Sapitinib,HCC2998,0,digestive_system
Dabrafenib,Sapitinib,HCT.116,0,digestive_system
Dabrafenib,Sapitinib,HCT.15,0,digestive_system
Dabrafenib,Sapitinib,HT.115,0,digestive_system
Dabrafenib,Sapitinib,HT.29,1,digestive_system
Dabrafenib,Sapitinib,HT55,0,digestive_system
Dabrafenib,Sapitinib,KM12,0,digestive_system
Dabrafenib,Sapitinib,LoVo,0,digestive_system
Dabrafenib,Sapitinib,LS.1034,0,digestive_system
Dabrafenib,Sapitinib,LS.123,0,digestive_system
Dabrafenib,Sapitinib,LS.180,0,digestive_system
Dabrafenib,Sapitinib,LS.411N,1,digestive_system
Dabrafenib,Sapitinib,LS.513,0,digestive_system
Dabrafenib,Sapitinib,MDST8,0,digestive_system
Dabrafenib,Linsitinib,C2BBe1,0,digestive_system
Dabrafenib,Sapitinib,NCI.H716,0,digestive_system
Dabrafenib,Sapitinib,NCI.H747,0,digestive_system
Dabrafenib,Sapitinib,RCM.1,0,digestive_system
Dabrafenib,Sapitinib,RKO,1,digestive_system
Dabrafenib,Linsitinib,CCK.81,0,digestive_system
Dabrafenib,Linsitinib,CL.11,0,digestive_system
Dabrafenib,Linsitinib,COLO.205,0,digestive_system
Dabrafenib,Sapitinib,SNU.81,0,digestive_system
Dabrafenib,Sapitinib,SNU.C1,0,digestive_system
Dabrafenib,Linsitinib,COLO.678,0,digestive_system
Dabrafenib,Sapitinib,SNU.C5,1,digestive_system
Dabrafenib,Sapitinib,SW1463,0,digestive_system
Dabrafenib,Sapitinib,SW48,0,digestive_system
Dabrafenib,Linsitinib,GP5d,0,digestive_system
Dabrafenib,Sapitinib,SW620,0,digestive_system
Dabrafenib,Sapitinib,SW837,0,digestive_system
Dabrafenib,Linsitinib,HCC2998,0,digestive_system
Dabrafenib,Sapitinib,SW948,0,digestive_system
Dabrafenib,Sapitinib,T84,0,digestive_system
Dabrafenib,Linsitinib,HCT.116,1,digestive_system
Dabrafenib,Taselisib,C2BBe1,0,digestive_system
Dabrafenib,Linsitinib,HCT.15,0,digestive_system
Dabrafenib,Taselisib,CCK.81,0,digestive_system
Dabrafenib,Linsitinib,HT.115,0,digestive_system
Dabrafenib,Taselisib,CL.11,0,digestive_system
Dabrafenib,Taselisib,COLO.205,1,digestive_system
Dabrafenib,Linsitinib,HT.29,0,digestive_system
Dabrafenib,Linsitinib,HT55,1,digestive_system
Dabrafenib,Taselisib,COLO.678,0,digestive_system
Dabrafenib,Linsitinib,KM12,1,digestive_system
Dabrafenib,Linsitinib,LoVo,0,digestive_system
Dabrafenib,Taselisib,GP5d,0,digestive_system
Dabrafenib,Linsitinib,LS.1034,0,digestive_system
Dabrafenib,Taselisib,HCC2998,0,digestive_system
Dabrafenib,Taselisib,HCT.116,1,digestive_system
Dabrafenib,Linsitinib,LS.123,0,digestive_system
Dabrafenib,Taselisib,HCT.15,0,digestive_system
Dabrafenib,Linsitinib,LS.180,0,digestive_system
Dabrafenib,Taselisib,HT.115,0,digestive_system
Dabrafenib,Linsitinib,LS.411N,1,digestive_system
Dabrafenib,Taselisib,HT.29,0,digestive_system
Dabrafenib,Linsitinib,LS.513,0,digestive_system
Dabrafenib,Taselisib,HT55,0,digestive_system
Dabrafenib,Taselisib,KM12,0,digestive_system
Dabrafenib,Linsitinib,MDST8,0,digestive_system
Dabrafenib,Taselisib,LoVo,0,digestive_system
Dabrafenib,Taselisib,LS.1034,0,digestive_system
Dabrafenib,Taselisib,LS.123,0,digestive_system
Dabrafenib,Linsitinib,NCI.H716,0,digestive_system
Dabrafenib,Taselisib,LS.180,1,digestive_system
Dabrafenib,Taselisib,LS.411N,1,digestive_system
Dabrafenib,Linsitinib,NCI.H747,0,digestive_system
Dabrafenib,Taselisib,LS.513,0,digestive_system
Dabrafenib,Linsitinib,RCM.1,1,digestive_system
Dabrafenib,Taselisib,MDST8,0,digestive_system
Dabrafenib,Linsitinib,RKO,1,digestive_system
Dabrafenib,Taselisib,NCI.H716,0,digestive_system
Dabrafenib,Taselisib,NCI.H747,0,digestive_system
Dabrafenib,Taselisib,RCM.1,0,digestive_system
Dabrafenib,Taselisib,RKO,1,digestive_system
Dabrafenib,Linsitinib,SNU.81,0,digestive_system
Dabrafenib,Linsitinib,SNU.C1,0,digestive_system
Dabrafenib,Taselisib,SNU.81,0,digestive_system
Dabrafenib,Taselisib,SNU.C1,0,digestive_system
Dabrafenib,Taselisib,SNU.C5,0,digestive_system
Dabrafenib,SCH772984,SW1463,0,digestive_system
Dabrafenib,Taselisib,SW1463,0,digestive_system
Dabrafenib,SCH772984,SW48,0,digestive_system
Dabrafenib,Taselisib,SW48,0,digestive_system
Dabrafenib,Taselisib,SW620,0,digestive_system
Dabrafenib,SCH772984,SW620,0,digestive_system
Dabrafenib,Taselisib,SW837,0,digestive_system
Dabrafenib,Taselisib,SW948,0,digestive_system
Dabrafenib,SCH772984,SW837,0,digestive_system
Dabrafenib,Taselisib,T84,0,digestive_system
Dabrafenib,SCH772984,SW948,1,digestive_system
Dabrafenib,SCH772984,C2BBe1,0,digestive_system
Dabrafenib,SCH772984,T84,0,digestive_system
Dabrafenib,SCH772984,CCK.81,0,digestive_system
Dabrafenib,LGK974,C2BBe1,0,digestive_system
Dabrafenib,SCH772984,CL.11,0,digestive_system
Dabrafenib,SCH772984,COLO.205,0,digestive_system
Dabrafenib,LGK974,CCK.81,0,digestive_system
Dabrafenib,SCH772984,COLO.678,0,digestive_system
Dabrafenib,LGK974,CL.11,0,digestive_system
Dabrafenib,LGK974,COLO.205,0,digestive_system
Dabrafenib,SCH772984,GP5d,0,digestive_system
Dabrafenib,LGK974,COLO.678,0,digestive_system
Dabrafenib,SCH772984,HCC2998,0,digestive_system
Dabrafenib,SCH772984,HCT.116,1,digestive_system
Dabrafenib,SCH772984,HCT.15,1,digestive_system
Dabrafenib,SCH772984,HT.115,1,digestive_system
Dabrafenib,LGK974,GP5d,0,digestive_system
Dabrafenib,SCH772984,HT.29,0,digestive_system
Dabrafenib,LGK974,HCC2998,0,digestive_system
Dabrafenib,SCH772984,HT55,0,digestive_system
Dabrafenib,SCH772984,KM12,0,digestive_system
Dabrafenib,LGK974,HCT.116,0,digestive_system
Dabrafenib,LGK974,HCT.15,0,digestive_system
Dabrafenib,SCH772984,LoVo,0,digestive_system
Dabrafenib,SCH772984,LS.1034,0,digestive_system
Dabrafenib,LGK974,HT.115,0,digestive_system
Dabrafenib,SCH772984,LS.123,0,digestive_system
Dabrafenib,LGK974,HT.29,0,digestive_system
Dabrafenib,SCH772984,LS.180,0,digestive_system
Dabrafenib,SCH772984,LS.411N,0,digestive_system
Dabrafenib,LGK974,HT55,0,digestive_system
Dabrafenib,SCH772984,LS.513,1,digestive_system
Dabrafenib,LGK974,KM12,0,digestive_system
Dabrafenib,SCH772984,MDST8,0,digestive_system
Dabrafenib,LGK974,LoVo,0,digestive_system
Dabrafenib,LGK974,LS.1034,0,digestive_system
Dabrafenib,SCH772984,NCI.H716,1,digestive_system
Dabrafenib,LGK974,LS.123,0,digestive_system
Dabrafenib,SCH772984,NCI.H747,0,digestive_system
Dabrafenib,LGK974,LS.180,0,digestive_system
Dabrafenib,SCH772984,RCM.1,0,digestive_system
Dabrafenib,LGK974,LS.411N,0,digestive_system
Dabrafenib,SCH772984,RKO,0,digestive_system
Dabrafenib,LGK974,LS.513,0,digestive_system
Dabrafenib,LGK974,MDST8,0,digestive_system
Dabrafenib,LGK974,NCI.H716,0,digestive_system
Dabrafenib,SCH772984,SNU.81,0,digestive_system
Dabrafenib,LGK974,NCI.H747,0,digestive_system
Dabrafenib,SCH772984,SNU.C1,0,digestive_system
Dabrafenib,LGK974,RCM.1,0,digestive_system
Dabrafenib,LGK974,RKO,0,digestive_system
Dabrafenib,SCH772984,SNU.C5,0,digestive_system
Dabrafenib,Vinorelbine,SW1463,0,digestive_system
Dabrafenib,Vinorelbine,SW48,0,digestive_system
Dabrafenib,Vinorelbine,SW620,0,digestive_system
Dabrafenib,Vinorelbine,SW837,0,digestive_system
Dabrafenib,Vinorelbine,SW948,0,digestive_system
Dabrafenib,Vinorelbine,T84,0,digestive_system
Dabrafenib,LGK974,SNU.81,0,digestive_system
Dabrafenib,BMS-754807,C2BBe1,0,digestive_system
Dabrafenib,LGK974,SNU.C1,0,digestive_system
Dabrafenib,BMS-754807,CCK.81,0,digestive_system
Dabrafenib,BMS-754807,CL.11,1,digestive_system
Dabrafenib,BMS-754807,COLO.205,0,digestive_system
Dabrafenib,LGK974,SNU.C5,0,digestive_system
Dabrafenib,BMS-754807,COLO.678,0,digestive_system
Dabrafenib,BMS-754807,GP5d,0,digestive_system
Dabrafenib,BMS-754807,HCC2998,0,digestive_system
Dabrafenib,BMS-754807,HCT.116,0,digestive_system
Dabrafenib,BMS-754807,HCT.15,0,digestive_system
Dabrafenib,BMS-754807,HT.115,0,digestive_system
Dabrafenib,LGK974,SW1463,0,digestive_system
Dabrafenib,BMS-754807,HT.29,0,digestive_system
Dabrafenib,BMS-754807,HT55,0,digestive_system
Dabrafenib,BMS-754807,KM12,0,digestive_system
Dabrafenib,LGK974,SW48,0,digestive_system
Dabrafenib,BMS-754807,LoVo,0,digestive_system
Dabrafenib,LGK974,SW620,0,digestive_system
Dabrafenib,BMS-754807,LS.1034,0,digestive_system
Dabrafenib,BMS-754807,LS.123,0,digestive_system
Dabrafenib,BMS-754807,LS.180,0,digestive_system
Dabrafenib,BMS-754807,LS.411N,1,digestive_system
Dabrafenib,LGK974,SW837,0,digestive_system
Dabrafenib,BMS-754807,LS.513,1,digestive_system
Dabrafenib,LGK974,SW948,0,digestive_system
Dabrafenib,BMS-754807,MDST8,0,digestive_system
Dabrafenib,LGK974,T84,0,digestive_system
Dabrafenib,BMS-754807,NCI.H716,0,digestive_system
Dabrafenib,BMS-754807,NCI.H747,0,digestive_system
Dabrafenib,BMS-754807,RCM.1,1,digestive_system
Dabrafenib,AZD4547,C2BBe1,0,digestive_system
Dabrafenib,BMS-754807,RKO,1,digestive_system
Dabrafenib,AZD4547,CCK.81,0,digestive_system
Dabrafenib,BMS-754807,SNU.81,0,digestive_system
Dabrafenib,AZD4547,CL.11,0,digestive_system
Dabrafenib,BMS-754807,SNU.C1,0,digestive_system
Dabrafenib,BMS-754807,SNU.C5,0,digestive_system
Dabrafenib,AZD4547,COLO.205,0,digestive_system
Dabrafenib,AZD4547,COLO.678,0,digestive_system
Dabrafenib,BMS-754807,SW1463,0,digestive_system
Dabrafenib,BMS-754807,SW48,0,digestive_system
Dabrafenib,BMS-754807,SW620,1,digestive_system
Dabrafenib,BMS-754807,SW837,0,digestive_system
Dabrafenib,BMS-754807,SW948,0,digestive_system
Dabrafenib,AZD4547,GP5d,0,digestive_system
Dabrafenib,BMS-754807,T84,0,digestive_system
Dabrafenib,AZD4547,HCC2998,1,digestive_system
Dabrafenib,AZD4547,HCT.116,0,digestive_system
Dabrafenib,AZD4547,HCT.15,0,digestive_system
Dabrafenib,AZD4547,HT.115,0,digestive_system
Dabrafenib,AZD4547,HT.29,0,digestive_system
Dabrafenib,AZD4547,HT55,0,digestive_system
Dabrafenib,AZD4547,KM12,0,digestive_system
Dabrafenib,AZD4547,LoVo,0,digestive_system
Dabrafenib,AZD4547,LS.1034,0,digestive_system
Dabrafenib,AZD4547,LS.123,0,digestive_system
Dabrafenib,AZD4547,LS.180,0,digestive_system
Dabrafenib,AZD4547,LS.411N,0,digestive_system
Dabrafenib,AZD4547,LS.513,0,digestive_system
Dabrafenib,AZD4547,MDST8,0,digestive_system
Dabrafenib,AZD4547,NCI.H716,0,digestive_system
Dabrafenib,AZD4547,NCI.H747,0,digestive_system
Dabrafenib,AZD4547,RCM.1,0,digestive_system
Dabrafenib,AZD4547,RKO,0,digestive_system
Dabrafenib,AZD4547,SNU.81,0,digestive_system
Dabrafenib,AZD4547,SNU.C1,0,digestive_system
Dabrafenib,AZD4547,SNU.C5,0,digestive_system
Dabrafenib,AZD4547,SW1463,0,digestive_system
Dabrafenib,AZD4547,SW48,0,digestive_system
Dabrafenib,AZD4547,SW620,0,digestive_system
Dabrafenib,AZD4547,SW837,0,digestive_system
Dabrafenib,AZD4547,SW948,0,digestive_system
Dabrafenib,AZD4547,T84,0,digestive_system
Dabrafenib,Vinorelbine,C2BBe1,0,digestive_system
Dabrafenib,Vinorelbine,CCK.81,0,digestive_system
Dabrafenib,Vinorelbine,CL.11,0,digestive_system
Dabrafenib,Vinorelbine,COLO.205,0,digestive_system
Dabrafenib,Vinorelbine,COLO.678,0,digestive_system
Dabrafenib,Vinorelbine,GP5d,0,digestive_system
Dabrafenib,Vinorelbine,HCC2998,0,digestive_system
Dabrafenib,Vinorelbine,HCT.116,0,digestive_system
Dabrafenib,Vinorelbine,HCT.15,1,digestive_system
Dabrafenib,Vinorelbine,HT.115,1,digestive_system
Dabrafenib,Vinorelbine,HT.29,0,digestive_system
Dabrafenib,Vinorelbine,HT55,0,digestive_system
Dabrafenib,Vinorelbine,KM12,0,digestive_system
Dabrafenib,Vinorelbine,LoVo,0,digestive_system
Dabrafenib,Vinorelbine,LS.1034,0,digestive_system
Dabrafenib,Vinorelbine,LS.123,0,digestive_system
Dabrafenib,Vinorelbine,LS.180,0,digestive_system
Dabrafenib,Vinorelbine,LS.411N,1,digestive_system
Dabrafenib,Vinorelbine,LS.513,0,digestive_system
Dabrafenib,Vinorelbine,MDST8,0,digestive_system
Dabrafenib,Vinorelbine,NCI.H716,0,digestive_system
Dabrafenib,Vinorelbine,NCI.H747,0,digestive_system
Dabrafenib,Vinorelbine,RCM.1,0,digestive_system
Dabrafenib,Vinorelbine,RKO,0,digestive_system
Dabrafenib,Vinorelbine,SNU.81,0,digestive_system
Dabrafenib,Vinorelbine,SNU.C1,0,digestive_system
Dabrafenib,Vinorelbine,SNU.C5,0,digestive_system
Linsitinib,SCH772984,CCK.81,1,digestive_system
Linsitinib,SCH772984,CL.11,1,digestive_system
Linsitinib,SCH772984,COLO.205,0,digestive_system
Linsitinib,SCH772984,COLO.678,0,digestive_system
Linsitinib,SCH772984,GP5d,1,digestive_system
Linsitinib,SCH772984,HCC2998,0,digestive_system
Linsitinib,SCH772984,HCT.116,1,digestive_system
Linsitinib,SCH772984,HCT.15,1,digestive_system
Linsitinib,SCH772984,HT.115,1,digestive_system
Linsitinib,SCH772984,HT.29,0,digestive_system
Linsitinib,SCH772984,HT55,0,digestive_system
Linsitinib,SCH772984,KM12,0,digestive_system
Linsitinib,SCH772984,LoVo,0,digestive_system
Linsitinib,SCH772984,LS.1034,0,digestive_system
Linsitinib,SCH772984,LS.123,0,digestive_system
Linsitinib,SCH772984,LS.180,0,digestive_system
Linsitinib,SCH772984,LS.411N,1,digestive_system
Linsitinib,SCH772984,LS.513,0,digestive_system
Linsitinib,SCH772984,MDST8,1,digestive_system
Linsitinib,SCH772984,NCI.H716,0,digestive_system
Linsitinib,SCH772984,NCI.H747,0,digestive_system
Linsitinib,SCH772984,RCM.1,0,digestive_system
Linsitinib,SCH772984,RKO,1,digestive_system
Linsitinib,SCH772984,SNU.81,0,digestive_system
Linsitinib,SCH772984,SNU.C1,0,digestive_system
Linsitinib,Sapitinib,C2BBe1,0,digestive_system
Linsitinib,SCH772984,SNU.C5,0,digestive_system
Linsitinib,Sapitinib,CCK.81,1,digestive_system
Linsitinib,SCH772984,SW1463,1,digestive_system
Linsitinib,Sapitinib,CL.11,0,digestive_system
Linsitinib,SCH772984,SW48,0,digestive_system
Linsitinib,Sapitinib,COLO.205,1,digestive_system
Linsitinib,SCH772984,SW620,0,digestive_system
Linsitinib,SCH772984,SW837,0,digestive_system
Linsitinib,SCH772984,SW948,0,digestive_system
Linsitinib,Sapitinib,COLO.678,1,digestive_system
Linsitinib,SCH772984,T84,0,digestive_system
Linsitinib,LGK974,C2BBe1,0,digestive_system
Linsitinib,Sapitinib,GP5d,1,digestive_system
Linsitinib,LGK974,CCK.81,0,digestive_system
Linsitinib,Sapitinib,HCC2998,1,digestive_system
Linsitinib,LGK974,CL.11,0,digestive_system
Linsitinib,LGK974,COLO.205,0,digestive_system
Linsitinib,Sapitinib,HCT.116,0,digestive_system
Linsitinib,Sapitinib,HCT.15,1,digestive_system
Linsitinib,LGK974,COLO.678,0,digestive_system
Linsitinib,Sapitinib,HT.115,1,digestive_system
Linsitinib,LGK974,GP5d,0,digestive_system
Linsitinib,Sapitinib,HT.29,1,digestive_system
Linsitinib,LGK974,HCC2998,1,digestive_system
Linsitinib,LGK974,HCT.116,0,digestive_system
Linsitinib,Sapitinib,HT55,0,digestive_system
Linsitinib,LGK974,HCT.15,0,digestive_system
Linsitinib,Sapitinib,KM12,0,digestive_system
Linsitinib,LGK974,HT.115,0,digestive_system
Linsitinib,Sapitinib,LoVo,0,digestive_system
Linsitinib,LGK974,HT.29,0,digestive_system
Linsitinib,LGK974,HT55,0,digestive_system
Linsitinib,Sapitinib,LS.1034,0,digestive_system
Linsitinib,LGK974,KM12,0,digestive_system
Linsitinib,Sapitinib,LS.123,0,digestive_system
Linsitinib,LGK974,LoVo,0,digestive_system
Linsitinib,LGK974,LS.1034,0,digestive_system
Linsitinib,Sapitinib,LS.180,1,digestive_system
Linsitinib,LGK974,LS.123,0,digestive_system
Linsitinib,Sapitinib,LS.411N,0,digestive_system
Linsitinib,LGK974,LS.180,0,digestive_system
Linsitinib,LGK974,LS.411N,1,digestive_system
Linsitinib,Sapitinib,LS.513,0,digestive_system
Linsitinib,LGK974,LS.513,0,digestive_system
Linsitinib,Sapitinib,MDST8,0,digestive_system
Linsitinib,LGK974,MDST8,0,digestive_system
Linsitinib,Sapitinib,NCI.H716,0,digestive_system
Linsitinib,LGK974,NCI.H716,1,digestive_system
Linsitinib,LGK974,NCI.H747,0,digestive_system
Linsitinib,Sapitinib,NCI.H747,0,digestive_system
Linsitinib,LGK974,RCM.1,0,digestive_system
Linsitinib,LGK974,RKO,0,digestive_system
Linsitinib,Sapitinib,RCM.1,0,digestive_system
Linsitinib,Sapitinib,RKO,0,digestive_system
Linsitinib,LGK974,SNU.81,0,digestive_system
Linsitinib,LGK974,SNU.C1,1,digestive_system
Linsitinib,LGK974,SNU.C5,0,digestive_system
Linsitinib,Sapitinib,SNU.81,0,digestive_system
Linsitinib,Sapitinib,SNU.C1,1,digestive_system
Linsitinib,LGK974,SW1463,0,digestive_system
Linsitinib,LGK974,SW48,1,digestive_system
Linsitinib,LGK974,SW620,0,digestive_system
Linsitinib,Sapitinib,SNU.C5,0,digestive_system
Linsitinib,LGK974,SW837,0,digestive_system
Linsitinib,LGK974,SW948,0,digestive_system
Linsitinib,LGK974,T84,0,digestive_system
Linsitinib,AZD4547,C2BBe1,0,digestive_system
Linsitinib,Sapitinib,SW1463,1,digestive_system
Linsitinib,AZD4547,CCK.81,0,digestive_system
Linsitinib,Sapitinib,SW48,0,digestive_system
Linsitinib,AZD4547,CL.11,0,digestive_system
Linsitinib,AZD4547,COLO.205,0,digestive_system
Linsitinib,Sapitinib,SW620,0,digestive_system
Linsitinib,AZD4547,COLO.678,0,digestive_system
Linsitinib,Sapitinib,SW837,1,digestive_system
Linsitinib,AZD4547,GP5d,0,digestive_system
Linsitinib,Sapitinib,SW948,0,digestive_system
Linsitinib,AZD4547,HCC2998,1,digestive_system
Linsitinib,AZD4547,HCT.116,1,digestive_system
Linsitinib,AZD4547,HCT.15,0,digestive_system
Linsitinib,AZD4547,HT.115,1,digestive_system
Linsitinib,Sapitinib,T84,1,digestive_system
Linsitinib,AZD4547,HT.29,0,digestive_system
Linsitinib,AZD4547,HT55,0,digestive_system
Linsitinib,Taselisib,C2BBe1,0,digestive_system
Linsitinib,AZD4547,KM12,1,digestive_system
Linsitinib,AZD4547,LoVo,0,digestive_system
Linsitinib,AZD4547,LS.1034,0,digestive_system
Linsitinib,AZD4547,LS.123,0,digestive_system
Linsitinib,AZD4547,LS.180,0,digestive_system
Linsitinib,AZD4547,LS.411N,1,digestive_system
Linsitinib,Taselisib,CCK.81,0,digestive_system
Linsitinib,AZD4547,LS.513,0,digestive_system
Linsitinib,AZD4547,MDST8,0,digestive_system
Linsitinib,Taselisib,CL.11,0,digestive_system
Linsitinib,AZD4547,NCI.H716,0,digestive_system
Linsitinib,Taselisib,COLO.205,0,digestive_system
Linsitinib,AZD4547,NCI.H747,0,digestive_system
Linsitinib,AZD4547,RCM.1,0,digestive_system
Linsitinib,AZD4547,RKO,0,digestive_system
Linsitinib,Taselisib,COLO.678,0,digestive_system
Linsitinib,AZD4547,SNU.81,0,digestive_system
Linsitinib,AZD4547,SNU.C1,0,digestive_system
Linsitinib,AZD4547,SNU.C5,0,digestive_system
Linsitinib,Taselisib,GP5d,0,digestive_system
Linsitinib,AZD4547,SW1463,0,digestive_system
Linsitinib,AZD4547,SW48,0,digestive_system
Linsitinib,AZD4547,SW620,0,digestive_system
Linsitinib,Taselisib,HCC2998,0,digestive_system
Linsitinib,AZD4547,SW837,0,digestive_system
Linsitinib,AZD4547,SW948,0,digestive_system
Linsitinib,AZD4547,T84,0,digestive_system
